datetime,ping,download,upload
2017-07-22 19:19,9,13.5M,7.8M
2017-07-22 19:30,9,14.6M,12.9M,UP
2017-07-22 19:33,11,14.5M,13.3M,
2017-07-22 19:33,13,12.7M,14.8M,
2017-09-27 17:12,3,184.8M,77.5M
